,User,Date,Tweet Text,Tweets Ago,Positive,Negative,Neutral,Compound
314,Fox News,Sun Dec 24 21:31:41 +0000 2017,"This morning, President @realDonaldTrump held a video conference with several members of the U.S. military statione… https://t.co/rSkp8sTaXI",15,0.0,1.0,0.0,0.0
315,Fox News,Sun Dec 24 21:29:00 +0000 2017,".@KironSkinner on North Korea calling sanctions an ""act of war"": ""North Korea is out of options in terms of retalia… https://t.co/5NbFGld9x7",16,0.0,1.0,0.0,0.0
316,Fox News,Sun Dec 24 21:26:17 +0000 2017,Flake warns: Trump headed for GOP primary challenge in 2020 https://t.co/qJht00K8U9,17,0.111,0.769,0.12,-0.0258
317,Fox News,Sun Dec 24 21:23:47 +0000 2017,Texas police save Christmas for family after gifts stolen from truck https://t.co/xp2ebOrkDR,18,0.195,0.61,0.195,0.0
318,Fox News,Sun Dec 24 21:22:08 +0000 2017,"Clifford May on @POTUS' national security strategy: ""President @realDonaldTrump believes that we should be leading… https://t.co/AeOZPqpIGM",19,0.138,0.862,0.0,0.34
319,Fox News,Sun Dec 24 21:19:00 +0000 2017,"MOMENTS AGO: @POTUS, @FLOTUS take part in phone call as NORAD tracks #Santa's movements. #Christmas https://t.co/2JjtdWZEhu",20,0.0,1.0,0.0,0.0
320,Fox News,Sun Dec 24 22:11:31 +0000 2017,.@TheJuanWilliams discusses his childhood #Christmas tradition that he's carried into his adult life. #TheFive https://t.co/sC4kECIJw3,21,0.0,1.0,0.0,0.0
321,Fox News,Sun Dec 24 22:11:27 +0000 2017,"On ""Fox &amp; Friends,"" Rev. Franklin Graham reacted to President Donald J. Trump's emphasis on the importance of menti… https://t.co/J1ttFdkI0t",22,0.116,0.884,0.0,0.3612
322,Fox News,Sun Dec 24 22:06:41 +0000 2017,"Trump's rails against 'fake news,' thanks veterans during busy Christmas Eve https://t.co/DL3x4HQVdf",23,0.181,0.625,0.194,-0.0516
323,Fox News,Sun Dec 24 22:03:14 +0000 2017,TUNE IN NOW to @TheFive's #Christmas Special on Fox News Channel! https://t.co/kIhihCW5eO,24,0.214,0.786,0.0,0.4574
324,Fox News,Sun Dec 24 21:56:32 +0000 2017,".@POTUS talks with overseas military leaders, delivers message Americans are 'incredibly grateful' https://t.co/e5biBKkxZK",25,0.215,0.785,0.0,0.5095
325,Fox News,Sun Dec 24 21:56:06 +0000 2017,"Ben Stein: ""It is a shame and it a disgrace that the overwhelming majority of negative votes in the @UN - the overw… https://t.co/oYXbLJ3zbJ",26,0.0,0.643,0.357,-0.875
326,Fox News,Sun Dec 24 21:50:26 +0000 2017,How to track Santa on #NORAD and Google Earth   https://t.co/RbGRdzNVWF,27,0.0,1.0,0.0,0.0
327,Fox News,Sun Dec 24 21:48:02 +0000 2017,"Earlier today, President @realDonaldTrump issued a missive against the ""fake news"" which he claims ignores the stre… https://t.co/RmMOUesMJA",28,0.0,0.743,0.257,-0.6369
328,Fox News,Sun Dec 24 21:46:02 +0000 2017,".@FreemanWSJ: ""You're looking at a lot of evidence that the senior leadership of this law enforcement agency was al… https://t.co/mhS0zZSNUf",29,0.0,1.0,0.0,0.0
329,Fox News,Sun Dec 24 21:45:02 +0000 2017,"MOMENTS AGO: @POTUS, @FLOTUS take part in phone call as NORAD tracks #Santa's movements. #Christmas https://t.co/Xuvivo84LL",30,0.0,1.0,0.0,0.0
330,Fox News,Sun Dec 24 21:41:36 +0000 2017,".@JerryBrownGov uses Christmas tradition to pardon two immigrants awaiting deportation, @WillCarrFNC reports.… https://t.co/XxULi6uQ0O",31,0.161,0.839,0.0,0.3182
331,Fox News,Sun Dec 24 21:39:01 +0000 2017,".@POTUS to troops: ""Every American heart is thankful to you and we're asking God to watch over you and to watch ove… https://t.co/gNNZpWRXQx",32,0.216,0.784,0.0,0.7003
332,Fox News,Sun Dec 24 21:38:10 +0000 2017,".@RepPeteKing: ""If there's any collusion issue here, to me it's the @FBI, it's the Clinton campaign, it's the Russi… https://t.co/cQeaPpqIT0",33,0.0,1.0,0.0,0.0
333,Fox News,Sun Dec 24 21:37:37 +0000 2017,"Gen. Lori Robinson on @NoradSanta: ""He's got radars that he can use. He's got aircraft that can help him out. But m… https://t.co/e9V45GbNwd",34,0.109,0.891,0.0,0.4019
334,Fox News,Sun Dec 24 21:31:41 +0000 2017,"This morning, President @realDonaldTrump held a video conference with several members of the U.S. military statione… https://t.co/rSkp8sTaXI",35,0.0,1.0,0.0,0.0
335,Fox News,Sun Dec 24 21:29:00 +0000 2017,".@KironSkinner on North Korea calling sanctions an ""act of war"": ""North Korea is out of options in terms of retalia… https://t.co/5NbFGld9x7",36,0.0,1.0,0.0,0.0
336,Fox News,Sun Dec 24 21:26:17 +0000 2017,Flake warns: Trump headed for GOP primary challenge in 2020 https://t.co/qJht00K8U9,37,0.111,0.769,0.12,-0.0258
337,Fox News,Sun Dec 24 21:23:47 +0000 2017,Texas police save Christmas for family after gifts stolen from truck https://t.co/xp2ebOrkDR,38,0.195,0.61,0.195,0.0
338,Fox News,Sun Dec 24 21:22:08 +0000 2017,"Clifford May on @POTUS' national security strategy: ""President @realDonaldTrump believes that we should be leading… https://t.co/AeOZPqpIGM",39,0.138,0.862,0.0,0.34
339,Fox News,Sun Dec 24 21:19:00 +0000 2017,"MOMENTS AGO: @POTUS, @FLOTUS take part in phone call as NORAD tracks #Santa's movements. #Christmas https://t.co/2JjtdWZEhu",40,0.0,1.0,0.0,0.0
340,Fox News,Sun Dec 24 22:11:31 +0000 2017,.@TheJuanWilliams discusses his childhood #Christmas tradition that he's carried into his adult life. #TheFive https://t.co/sC4kECIJw3,41,0.0,1.0,0.0,0.0
341,Fox News,Sun Dec 24 22:11:27 +0000 2017,"On ""Fox &amp; Friends,"" Rev. Franklin Graham reacted to President Donald J. Trump's emphasis on the importance of menti… https://t.co/J1ttFdkI0t",42,0.116,0.884,0.0,0.3612
342,Fox News,Sun Dec 24 22:06:41 +0000 2017,"Trump's rails against 'fake news,' thanks veterans during busy Christmas Eve https://t.co/DL3x4HQVdf",43,0.181,0.625,0.194,-0.0516
343,Fox News,Sun Dec 24 22:03:14 +0000 2017,TUNE IN NOW to @TheFive's #Christmas Special on Fox News Channel! https://t.co/kIhihCW5eO,44,0.214,0.786,0.0,0.4574
344,Fox News,Sun Dec 24 21:56:32 +0000 2017,".@POTUS talks with overseas military leaders, delivers message Americans are 'incredibly grateful' https://t.co/e5biBKkxZK",45,0.215,0.785,0.0,0.5095
345,Fox News,Sun Dec 24 21:56:06 +0000 2017,"Ben Stein: ""It is a shame and it a disgrace that the overwhelming majority of negative votes in the @UN - the overw… https://t.co/oYXbLJ3zbJ",46,0.0,0.643,0.357,-0.875
346,Fox News,Sun Dec 24 21:50:26 +0000 2017,How to track Santa on #NORAD and Google Earth   https://t.co/RbGRdzNVWF,47,0.0,1.0,0.0,0.0
347,Fox News,Sun Dec 24 21:48:02 +0000 2017,"Earlier today, President @realDonaldTrump issued a missive against the ""fake news"" which he claims ignores the stre… https://t.co/RmMOUesMJA",48,0.0,0.743,0.257,-0.6369
348,Fox News,Sun Dec 24 21:46:02 +0000 2017,".@FreemanWSJ: ""You're looking at a lot of evidence that the senior leadership of this law enforcement agency was al… https://t.co/mhS0zZSNUf",49,0.0,1.0,0.0,0.0
349,Fox News,Sun Dec 24 21:45:02 +0000 2017,"MOMENTS AGO: @POTUS, @FLOTUS take part in phone call as NORAD tracks #Santa's movements. #Christmas https://t.co/Xuvivo84LL",50,0.0,1.0,0.0,0.0
350,Fox News,Sun Dec 24 21:41:36 +0000 2017,".@JerryBrownGov uses Christmas tradition to pardon two immigrants awaiting deportation, @WillCarrFNC reports.… https://t.co/XxULi6uQ0O",51,0.161,0.839,0.0,0.3182
351,Fox News,Sun Dec 24 21:39:01 +0000 2017,".@POTUS to troops: ""Every American heart is thankful to you and we're asking God to watch over you and to watch ove… https://t.co/gNNZpWRXQx",52,0.216,0.784,0.0,0.7003
352,Fox News,Sun Dec 24 21:38:10 +0000 2017,".@RepPeteKing: ""If there's any collusion issue here, to me it's the @FBI, it's the Clinton campaign, it's the Russi… https://t.co/cQeaPpqIT0",53,0.0,1.0,0.0,0.0
353,Fox News,Sun Dec 24 21:37:37 +0000 2017,"Gen. Lori Robinson on @NoradSanta: ""He's got radars that he can use. He's got aircraft that can help him out. But m… https://t.co/e9V45GbNwd",54,0.109,0.891,0.0,0.4019
354,Fox News,Sun Dec 24 21:31:41 +0000 2017,"This morning, President @realDonaldTrump held a video conference with several members of the U.S. military statione… https://t.co/rSkp8sTaXI",55,0.0,1.0,0.0,0.0
355,Fox News,Sun Dec 24 21:29:00 +0000 2017,".@KironSkinner on North Korea calling sanctions an ""act of war"": ""North Korea is out of options in terms of retalia… https://t.co/5NbFGld9x7",56,0.0,1.0,0.0,0.0
356,Fox News,Sun Dec 24 21:26:17 +0000 2017,Flake warns: Trump headed for GOP primary challenge in 2020 https://t.co/qJht00K8U9,57,0.111,0.769,0.12,-0.0258
357,Fox News,Sun Dec 24 21:23:47 +0000 2017,Texas police save Christmas for family after gifts stolen from truck https://t.co/xp2ebOrkDR,58,0.195,0.61,0.195,0.0
358,Fox News,Sun Dec 24 21:22:08 +0000 2017,"Clifford May on @POTUS' national security strategy: ""President @realDonaldTrump believes that we should be leading… https://t.co/AeOZPqpIGM",59,0.138,0.862,0.0,0.34
359,Fox News,Sun Dec 24 21:19:00 +0000 2017,"MOMENTS AGO: @POTUS, @FLOTUS take part in phone call as NORAD tracks #Santa's movements. #Christmas https://t.co/2JjtdWZEhu",60,0.0,1.0,0.0,0.0
360,Fox News,Sun Dec 24 22:11:31 +0000 2017,.@TheJuanWilliams discusses his childhood #Christmas tradition that he's carried into his adult life. #TheFive https://t.co/sC4kECIJw3,61,0.0,1.0,0.0,0.0
361,Fox News,Sun Dec 24 22:11:27 +0000 2017,"On ""Fox &amp; Friends,"" Rev. Franklin Graham reacted to President Donald J. Trump's emphasis on the importance of menti… https://t.co/J1ttFdkI0t",62,0.116,0.884,0.0,0.3612
362,Fox News,Sun Dec 24 22:06:41 +0000 2017,"Trump's rails against 'fake news,' thanks veterans during busy Christmas Eve https://t.co/DL3x4HQVdf",63,0.181,0.625,0.194,-0.0516
363,Fox News,Sun Dec 24 22:03:14 +0000 2017,TUNE IN NOW to @TheFive's #Christmas Special on Fox News Channel! https://t.co/kIhihCW5eO,64,0.214,0.786,0.0,0.4574
364,Fox News,Sun Dec 24 21:56:32 +0000 2017,".@POTUS talks with overseas military leaders, delivers message Americans are 'incredibly grateful' https://t.co/e5biBKkxZK",65,0.215,0.785,0.0,0.5095
365,Fox News,Sun Dec 24 21:56:06 +0000 2017,"Ben Stein: ""It is a shame and it a disgrace that the overwhelming majority of negative votes in the @UN - the overw… https://t.co/oYXbLJ3zbJ",66,0.0,0.643,0.357,-0.875
366,Fox News,Sun Dec 24 21:50:26 +0000 2017,How to track Santa on #NORAD and Google Earth   https://t.co/RbGRdzNVWF,67,0.0,1.0,0.0,0.0
367,Fox News,Sun Dec 24 21:48:02 +0000 2017,"Earlier today, President @realDonaldTrump issued a missive against the ""fake news"" which he claims ignores the stre… https://t.co/RmMOUesMJA",68,0.0,0.743,0.257,-0.6369
368,Fox News,Sun Dec 24 21:46:02 +0000 2017,".@FreemanWSJ: ""You're looking at a lot of evidence that the senior leadership of this law enforcement agency was al… https://t.co/mhS0zZSNUf",69,0.0,1.0,0.0,0.0
369,Fox News,Sun Dec 24 21:45:02 +0000 2017,"MOMENTS AGO: @POTUS, @FLOTUS take part in phone call as NORAD tracks #Santa's movements. #Christmas https://t.co/Xuvivo84LL",70,0.0,1.0,0.0,0.0
370,Fox News,Sun Dec 24 21:41:36 +0000 2017,".@JerryBrownGov uses Christmas tradition to pardon two immigrants awaiting deportation, @WillCarrFNC reports.… https://t.co/XxULi6uQ0O",71,0.161,0.839,0.0,0.3182
371,Fox News,Sun Dec 24 21:39:01 +0000 2017,".@POTUS to troops: ""Every American heart is thankful to you and we're asking God to watch over you and to watch ove… https://t.co/gNNZpWRXQx",72,0.216,0.784,0.0,0.7003
372,Fox News,Sun Dec 24 21:38:10 +0000 2017,".@RepPeteKing: ""If there's any collusion issue here, to me it's the @FBI, it's the Clinton campaign, it's the Russi… https://t.co/cQeaPpqIT0",73,0.0,1.0,0.0,0.0
373,Fox News,Sun Dec 24 21:37:37 +0000 2017,"Gen. Lori Robinson on @NoradSanta: ""He's got radars that he can use. He's got aircraft that can help him out. But m… https://t.co/e9V45GbNwd",74,0.109,0.891,0.0,0.4019
374,Fox News,Sun Dec 24 21:31:41 +0000 2017,"This morning, President @realDonaldTrump held a video conference with several members of the U.S. military statione… https://t.co/rSkp8sTaXI",75,0.0,1.0,0.0,0.0
375,Fox News,Sun Dec 24 21:29:00 +0000 2017,".@KironSkinner on North Korea calling sanctions an ""act of war"": ""North Korea is out of options in terms of retalia… https://t.co/5NbFGld9x7",76,0.0,1.0,0.0,0.0
376,Fox News,Sun Dec 24 21:26:17 +0000 2017,Flake warns: Trump headed for GOP primary challenge in 2020 https://t.co/qJht00K8U9,77,0.111,0.769,0.12,-0.0258
377,Fox News,Sun Dec 24 21:23:47 +0000 2017,Texas police save Christmas for family after gifts stolen from truck https://t.co/xp2ebOrkDR,78,0.195,0.61,0.195,0.0
378,Fox News,Sun Dec 24 21:22:08 +0000 2017,"Clifford May on @POTUS' national security strategy: ""President @realDonaldTrump believes that we should be leading… https://t.co/AeOZPqpIGM",79,0.138,0.862,0.0,0.34
379,Fox News,Sun Dec 24 21:19:00 +0000 2017,"MOMENTS AGO: @POTUS, @FLOTUS take part in phone call as NORAD tracks #Santa's movements. #Christmas https://t.co/2JjtdWZEhu",80,0.0,1.0,0.0,0.0
380,Fox News,Sun Dec 24 22:11:31 +0000 2017,.@TheJuanWilliams discusses his childhood #Christmas tradition that he's carried into his adult life. #TheFive https://t.co/sC4kECIJw3,81,0.0,1.0,0.0,0.0
381,Fox News,Sun Dec 24 22:11:27 +0000 2017,"On ""Fox &amp; Friends,"" Rev. Franklin Graham reacted to President Donald J. Trump's emphasis on the importance of menti… https://t.co/J1ttFdkI0t",82,0.116,0.884,0.0,0.3612
382,Fox News,Sun Dec 24 22:06:41 +0000 2017,"Trump's rails against 'fake news,' thanks veterans during busy Christmas Eve https://t.co/DL3x4HQVdf",83,0.181,0.625,0.194,-0.0516
383,Fox News,Sun Dec 24 22:03:14 +0000 2017,TUNE IN NOW to @TheFive's #Christmas Special on Fox News Channel! https://t.co/kIhihCW5eO,84,0.214,0.786,0.0,0.4574
384,Fox News,Sun Dec 24 21:56:32 +0000 2017,".@POTUS talks with overseas military leaders, delivers message Americans are 'incredibly grateful' https://t.co/e5biBKkxZK",85,0.215,0.785,0.0,0.5095
385,Fox News,Sun Dec 24 21:56:06 +0000 2017,"Ben Stein: ""It is a shame and it a disgrace that the overwhelming majority of negative votes in the @UN - the overw… https://t.co/oYXbLJ3zbJ",86,0.0,0.643,0.357,-0.875
386,Fox News,Sun Dec 24 21:50:26 +0000 2017,How to track Santa on #NORAD and Google Earth   https://t.co/RbGRdzNVWF,87,0.0,1.0,0.0,0.0
387,Fox News,Sun Dec 24 21:48:02 +0000 2017,"Earlier today, President @realDonaldTrump issued a missive against the ""fake news"" which he claims ignores the stre… https://t.co/RmMOUesMJA",88,0.0,0.743,0.257,-0.6369
388,Fox News,Sun Dec 24 21:46:02 +0000 2017,".@FreemanWSJ: ""You're looking at a lot of evidence that the senior leadership of this law enforcement agency was al… https://t.co/mhS0zZSNUf",89,0.0,1.0,0.0,0.0
389,Fox News,Sun Dec 24 21:45:02 +0000 2017,"MOMENTS AGO: @POTUS, @FLOTUS take part in phone call as NORAD tracks #Santa's movements. #Christmas https://t.co/Xuvivo84LL",90,0.0,1.0,0.0,0.0
390,Fox News,Sun Dec 24 21:41:36 +0000 2017,".@JerryBrownGov uses Christmas tradition to pardon two immigrants awaiting deportation, @WillCarrFNC reports.… https://t.co/XxULi6uQ0O",91,0.161,0.839,0.0,0.3182
391,Fox News,Sun Dec 24 21:39:01 +0000 2017,".@POTUS to troops: ""Every American heart is thankful to you and we're asking God to watch over you and to watch ove… https://t.co/gNNZpWRXQx",92,0.216,0.784,0.0,0.7003
392,Fox News,Sun Dec 24 21:38:10 +0000 2017,".@RepPeteKing: ""If there's any collusion issue here, to me it's the @FBI, it's the Clinton campaign, it's the Russi… https://t.co/cQeaPpqIT0",93,0.0,1.0,0.0,0.0
393,Fox News,Sun Dec 24 21:37:37 +0000 2017,"Gen. Lori Robinson on @NoradSanta: ""He's got radars that he can use. He's got aircraft that can help him out. But m… https://t.co/e9V45GbNwd",94,0.109,0.891,0.0,0.4019
394,Fox News,Sun Dec 24 21:31:41 +0000 2017,"This morning, President @realDonaldTrump held a video conference with several members of the U.S. military statione… https://t.co/rSkp8sTaXI",95,0.0,1.0,0.0,0.0
395,Fox News,Sun Dec 24 21:29:00 +0000 2017,".@KironSkinner on North Korea calling sanctions an ""act of war"": ""North Korea is out of options in terms of retalia… https://t.co/5NbFGld9x7",96,0.0,1.0,0.0,0.0
396,Fox News,Sun Dec 24 21:26:17 +0000 2017,Flake warns: Trump headed for GOP primary challenge in 2020 https://t.co/qJht00K8U9,97,0.111,0.769,0.12,-0.0258
397,Fox News,Sun Dec 24 21:23:47 +0000 2017,Texas police save Christmas for family after gifts stolen from truck https://t.co/xp2ebOrkDR,98,0.195,0.61,0.195,0.0
398,Fox News,Sun Dec 24 21:22:08 +0000 2017,"Clifford May on @POTUS' national security strategy: ""President @realDonaldTrump believes that we should be leading… https://t.co/AeOZPqpIGM",99,0.138,0.862,0.0,0.34
399,Fox News,Sun Dec 24 21:19:00 +0000 2017,"MOMENTS AGO: @POTUS, @FLOTUS take part in phone call as NORAD tracks #Santa's movements. #Christmas https://t.co/2JjtdWZEhu",100,0.0,1.0,0.0,0.0
400,The New York Times,Sun Dec 24 22:15:03 +0000 2017,Democrats are contesting virtually every Republican-held House seat in 2018 https://t.co/JbNG1BhpQ6,1,0.0,1.0,0.0,0.0
401,The New York Times,Sun Dec 24 22:05:03 +0000 2017,Every Who down in Whoville liked Christmas a lot / But their toys were all purchased and resold by a bot https://t.co/BIQUbibbRq,2,0.135,0.865,0.0,0.4215
402,The New York Times,Sun Dec 24 22:00:11 +0000 2017,And read how New York Times journalists were able to document this experience without climbing the mountain: https://t.co/wpy7wIc0HW,3,0.0,1.0,0.0,0.0
403,The New York Times,Sun Dec 24 21:59:29 +0000 2017,Read the full story here: https://t.co/CuFZWN5diK,4,0.0,1.0,0.0,0.0
404,The New York Times,Sun Dec 24 21:58:39 +0000 2017,"""These men undoubtedly did not want to die, but this was an opportunity to be more than someone who made a few hund… https://t.co/iX4AVZVY2k",5,0.215,0.744,0.041,0.687
405,The New York Times,Sun Dec 24 21:57:17 +0000 2017,"Another reader said it was a ""heart-rending and inspiring story of indomitable human spirit,"" and that we all take… https://t.co/Xrm4FLdVPb",6,0.135,0.865,0.0,0.4215
406,The New York Times,Sun Dec 24 21:55:50 +0000 2017,"Readers debated what motivated climbers to attempt such a feat. One considered climbing Mount Everest an ""egotistic… https://t.co/ryYxmv6Xbz",7,0.158,0.842,0.0,0.4588
407,The New York Times,Sun Dec 24 21:54:52 +0000 2017,"In today's paper, a 16-page special section documents the vivid and solemn journey to recover the bodies of those w… https://t.co/RLFPku9TWI",8,0.123,0.818,0.059,0.34
408,The New York Times,Sun Dec 24 21:45:09 +0000 2017,Every generation had its must-have toys. Here are some stories behind them. https://t.co/fwvHO4h51F,9,0.0,1.0,0.0,0.0
409,The New York Times,Sun Dec 24 21:30:06 +0000 2017,"He's 83. She's 80. They were traveling with 60 pounds of marijuana, which they said was intended for Christmas gift… https://t.co/bvcWNEBICl",10,0.0,1.0,0.0,0.0
410,The New York Times,Sun Dec 24 21:15:05 +0000 2017,"The demolition of schools for migrant children has driven 15,000 students out of their classrooms https://t.co/iBdm2kvVGJ",11,0.0,1.0,0.0,0.0
411,The New York Times,Sun Dec 24 21:00:11 +0000 2017,"Navigation apps like Waze are bringing bumper-to-bumper traffic to quiet neighborhoods, forcing towns to grapple wi… https://t.co/dKMhrLrxEi",12,0.135,0.865,0.0,0.3612
412,The New York Times,Sun Dec 24 20:45:10 +0000 2017,"In the wake of extraordinary turnout among black voters, questions remain about the role and impact of voting restr… https://t.co/JQaMQxy1iF",13,0.0,1.0,0.0,0.0
413,The New York Times,Sun Dec 24 20:30:13 +0000 2017,"The actor Billy Crudup explains how he becomes 19 characters in David Cale’s play “Harry Clarke"" https://t.co/sWdbTHBpKZ",14,0.13,0.87,0.0,0.34
414,The New York Times,Sun Dec 24 20:15:12 +0000 2017,Watch: A blind Syrian refugee finds his way in New York #Daily360 https://t.co/DVcbARbguH https://t.co/uhq5qhvOoY,15,0.0,0.816,0.184,-0.4019
415,The New York Times,Sun Dec 24 20:00:11 +0000 2017,"“All the Money in the World,"" starring Christopher Plummer (replacing Kevin Spacey), is a critic's pick https://t.co/4TJJfYen9x",16,0.0,1.0,0.0,0.0
416,The New York Times,Sun Dec 24 19:45:05 +0000 2017,A New York Times investigation has found 4 settlements involving allegations of sexual harassment or defamation aga… https://t.co/Yd8nQKTSTr,17,0.0,0.811,0.189,-0.5423
417,The New York Times,Sun Dec 24 19:30:10 +0000 2017,"“Within the male-dominated Vatican, to give such a prominent role to a woman was very good news"" https://t.co/VodqcjwCyt",18,0.282,0.718,0.0,0.6697
418,The New York Times,Sun Dec 24 19:15:12 +0000 2017,The latest campaign of gang rape against the Rohingya has been so brutal and systematic that a UN representative ca… https://t.co/U0vLd2QNjw,19,0.0,0.644,0.356,-0.8988
419,The New York Times,Sun Dec 24 19:00:22 +0000 2017,"Whatever kind of Christmas Eve you want, it’s probably on television tonight https://t.co/UqcLVGWQlV",20,0.098,0.902,0.0,0.0772
420,The New York Times,Sun Dec 24 22:15:03 +0000 2017,Democrats are contesting virtually every Republican-held House seat in 2018 https://t.co/JbNG1BhpQ6,21,0.0,1.0,0.0,0.0
421,The New York Times,Sun Dec 24 22:05:03 +0000 2017,Every Who down in Whoville liked Christmas a lot / But their toys were all purchased and resold by a bot https://t.co/BIQUbibbRq,22,0.135,0.865,0.0,0.4215
